easting,northing,site_name,tmp1517065980255
2612437.73368449,1268983.4162746,,262.4467
2612427.55278799,1268985.21144134,,262.2811
2612418.59985785,1268990.38041796,,262.3751
2612411.9547496,1268998.2997496,,263.762
2612408.41896135,1269008.01424798,,262.2542
2612408.41896135,1269018.35220122,,262.2742
2612411.9547496,1269028.0666996,,262.5126
2612418.59985785,1269035.98603123,,262.6726
2612427.55278799,1269041.15500786,,262.8477
2612437.73368449,1269042.9501746,,262.7826
2612447.30059781,1269024.58462792,,262.8696
2612452.39104606,1269015.76771291,,262.7814
2612450.62315194,1269005.7414871,,262.9454
2612442.82413274,1268999.19733297,,262.5565
2612432.64323624,1268999.19733297,,262.3441
2612424.84421705,1269005.7414871,,262.4351
2612423.07632292,1269015.76771291,,262.5658
2612428.16677117,1269024.58462792,,262.7038
2612437.73368449,1269028.0666996,,262.8165
2612449.13636898,1268996.7724492,,262.6941
2612459.30635505,1269024.71425626,,262.713
2612468.2496907,1269019.55081902,,262.7351
2612474.88767767,1269011.6399742,,262.712
2612478.41967676,1269001.93588644,,262.6332
2612478.41967676,1268991.60901195,,262.6836
2612474.88767767,1268981.9049242,,262.8058
2612468.2496907,1268973.99407938,,262.9158
2612459.30635505,1268968.83064213,,262.6819
2612449.13636898,1268967.0373992,,262.4354
2612438.96638292,1268968.83064213,,262.3352
2612430.02304727,1268973.99407938,,262.2842
2612423.3850603,1268981.9049242,,262.291
2612419.85306121,1268991.60901195,,262.3751
2612419.85306121,1269001.93588644,,262.4206
2612423.3850603,1269011.6399742,,262.501
2612430.02304727,1269019.55081902,,262.6719
2612438.96638292,1269024.71425626,,262.7785
2612449.13636898,1269026.5074992,,262.7649
2612458.69302984,1269008.16163411,,262.7449
2612463.77802287,1268999.35416782,,262.7445
2612462.01202333,1268989.3386867,,262.8765
2612454.22136202,1268982.80154567,,262.5519
2612444.05137595,1268982.80154567,,262.4747
2612436.26071464,1268989.3386867,,262.3968
2612434.4947151,1268999.35416782,,262.3441
2612439.57970813,1269008.16163411,,262.6347
2612449.13636898,1269011.6399742,,262.7578
2612460.53905348,1268980.3616738,,262.826
2612470.71740193,1269008.32645635,,262.7882
2612479.66809135,1269003.1587734,,262.6332
2612486.31153648,1268995.2414238,,262.8415
2612489.8464398,1268985.52935674,,262.7127
2612489.8464398,1268975.19399085,,262.697
2612486.31153648,1268965.4819238,,262.6777
2612479.66809135,1268957.56457419,,262.9029
2612470.71740193,1268952.39689125,,262.7819
2612460.53905348,1268950.6021738,,262.8616
2612450.36070502,1268952.39689125,,262.5996
2612441.4100156,1268957.56457419,,262.524
2612434.76657047,1268965.4819238,,262.275
2612431.23166715,1268975.19399085,,262.3647
2612431.23166715,1268985.52935674,,262.3416
2612434.76657047,1268995.2414238,,262.3441
2612441.4100156,1269003.1587734,,262.6527
2612450.36070502,1269008.32645635,,262.9454
2612460.53905348,1269010.1211738,,262.7456
2612470.10357241,1268991.7602236,,262.8375
2612475.19274664,1268982.94551527,,262.7589
2612473.42529498,1268972.9217988,,262.8672
2612465.6282277,1268966.37928252,,262.8948
2612455.44987925,1268966.37928252,,262.6819
2612447.65281197,1268972.9217988,,262.432
2612445.88536031,1268982.94551527,,262.5302
2612450.97453454,1268991.7602236,,262.6715
2612460.53905348,1268995.2414238,,262.7445
2612471.94173797,1268963.9508984,,262.787
2612482.09922319,1268991.85835969,,262.7502
2612491.03156579,1268986.70126929,,262.7975
2612497.66139342,1268978.8001484,,262.8311
